Total_Titles_Processed,Titles_With_Updates,Standard_Updates_Found,DRM_Free_Updates_Found,Total_Errors,Success_Rate_Percent,Total_Update_Size_GB,Average_Update_Size_MB
3261,1584,2574,0,0,48.5740570377185,455.00290079414845,294.1432894022778
